-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,10,11,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,9,9,8,8,8,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,9,9,9,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,13,8,9,9,8,10,10,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,9,9,9,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,8,9,8,10,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,8,9,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,9,9,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,9,9,8,8,8,8,9,8,8,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,8,8,8,8,9,9,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,8,8,8,8,8,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,8,8,8,8,9,9,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,8,8,8,8,8,9,8,8,0,0,3,0,0,4,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,8,8,8,8,9,9,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,9,9,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,15,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,9,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,12,8,8,8,9,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,12,8,9,9,8,8,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,12,12,8,8,9,9,8,8,8,8,8,8,8,8,8,8,9,9,13,9,8,8,8,9,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,11,8,8,9,8,9,9,57,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,9,9,8,8,8,8,8,8,10,8,8,9,9,9,9,9,8,8,8,9,8,11,9,9,9,9,8,8,8,8,9,9,8,8,8,8,8,8,12,8,8,9,11,8,8,8,9,9,8,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,8,9,9,9,8,8,10,9,9,9,8,8,8,8,13,12,8,56,8,8,9,9,9,9,9,9,9,8,56,9,9,10,13,9,9,9,9,58,9,9,9,8,8,8,9,9,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,9,8,9,8,9,9,9,9,8,8,8,8,8,8,8,8,12,12,8,8,9,9,8,8,8,9,9,9,8,8,9,9,9,9,8,9,9,9,9,9,9,8,8,9,8,8,8,8,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,15,9,9,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,56,8,8,8,57,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,58,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,0,7,0,5,0,0,0,0,7,7,0,0,2,0,0,0,5,0,0,28,0,0,4,4,0,0,0,0,0,0,24,0,0,3,0,0,0,0,1,0,0,3,0,0,1,0,3,3,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
